txt,vertices,boundBox,slopes,font,word_len,direction,center_point,Label,img_path,idx,type
808.81,"[(3039, 1221), (3112, 1226), (3111, 1240), (3038, 1235)]","{'Width': 74, 'Height': 19, 'Left': 3038, 'Top': 1221}","(-0.068, 14.0, -0.068, 14.0)",14.03566885,73.17103252,horizontal,"(3075.0, 1230.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1333,train
PEOPLE,"[(261, 410), (263, 443), (252, 443), (250, 411)]","{'Width': 13, 'Height': 33, 'Left': 250, 'Top': 410}","(-16.5, 0.0, -16.0, 0.091)",11.02268051,32.5614948,vertical,"(256.5, 426.75)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,440,train
LEVINON,"[(686, 175), (694, 229), (666, 233), (658, 179)]","{'Width': 36, 'Height': 58, 'Left': 658, 'Top': 175}","(-6.75, 0.143, -6.75, 0.143)",28.28427125,54.58937626,vertical,"(676.0, 204.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,485,train
ERO,"[(2793, 1188), (2831, 1190), (2830, 1206), (2792, 1204)]","{'Width': 39, 'Height': 18, 'Left': 2792, 'Top': 1188}","(-0.053, 16.0, -0.053, 16.0)",16.03121954,38.05259518,horizontal,"(2811.5, 1197.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1309,train
FALL,"[(3549, 395), (3609, 389), (3612, 426), (3553, 432)]","{'Width': 63, 'Height': 43, 'Left': 3549, 'Top': 389}","(0.1, -12.333, 0.102, -9.25)",37.16850526,59.80177687,horizontal,"(3580.75, 410.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1375,train
CAROL,"[(3053, 376), (3046, 476), (3020, 474), (3027, 374)]","{'Width': 33, 'Height': 102, 'Left': 3020, 'Top': 374}","(14.286, -0.077, 14.286, -0.077)",26.07680962,100.2447006,vertical,"(3036.5, 425.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1331,train
PINSKER,"[(170, 497), (222, 498), (222, 509), (170, 508)]","{'Width': 52, 'Height': 12, 'Left': 170, 'Top': 497}","(-0.019, 1000.0, -0.019, 1000.0)",11.0,52.0096145,horizontal,"(196.0, 503.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,10,train
),"[(49, 722), (49, 726), (37, 727), (37, 723)]","{'Width': 12, 'Height': 5, 'Left': 37, 'Top': 722}","(1000.0, 0.083, 1000.0, 0.083)",12.04159458,4.0,vertical,"(43.0, 724.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,152,train
BORDER,"[(351, 334), (321, 369), (310, 360), (340, 325)]","{'Width': 41, 'Height': 44, 'Left': 310, 'Top': 325}","(1.167, -0.818, 1.167, -0.818)",14.2126704,46.09772229,vertical,"(330.5, 347.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,940,train
ley,"[(716, 341), (717, 372), (690, 373), (689, 342)]","{'Width': 28, 'Height': 32, 'Left': 689, 'Top': 341}","(-31.0, 0.037, -31.0, 0.037)",27.01851217,31.01612484,vertical,"(703.0, 357.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,52,train
CRA,"[(262, 1201), (298, 1202), (298, 1215), (262, 1214)]","{'Width': 36, 'Height': 14, 'Left': 262, 'Top': 1201}","(-0.028, 1000.0, -0.028, 1000.0)",13.0,36.01388621,horizontal,"(280.0, 1208.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1004,train
CAR,"[(1447, 1218), (1490, 1218), (1490, 1233), (1447, 1233)]","{'Width': 43, 'Height': 15, 'Left': 1447, 'Top': 1218}","(-0.0, 1000.0, 0.0, 1000.0)",15.0,43.0,horizontal,"(1468.5, 1225.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1151,train
REAL,"[(650, 150), (649, 173), (640, 172), (641, 150)]","{'Width': 10, 'Height': 23, 'Left': 640, 'Top': 150}","(23.0, -0.111, 22.0, -0.0)",9.027692569,22.52222221,vertical,"(645.0, 161.25)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,977,train
MARC,"[(1059, 212), (1107, 212), (1107, 224), (1059, 224)]","{'Width': 48, 'Height': 12, 'Left': 1059, 'Top': 212}","(-0.0, 1000.0, 0.0, 1000.0)",12.0,48.0,horizontal,"(1083.0, 218.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,539,train
YEAR,"[(568, 302), (576, 349), (562, 352), (554, 304)]","{'Width': 22, 'Height': 50, 'Left': 554, 'Top': 302}","(-5.875, 0.214, -6.0, 0.143)",14.22997834,48.169045,vertical,"(565.0, 326.75)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,476,train
BRIV'S,"[(410, 476), (435, 476), (435, 483), (410, 483)]","{'Width': 25, 'Height': 7, 'Left': 410, 'Top': 476}","(-0.0, 1000.0, 0.0, 1000.0)",7.0,25.0,horizontal,"(422.5, 479.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,699,train
CREATING,"[(1048, 360), (1046, 438), (1022, 437), (1024, 359)]","{'Width': 26, 'Height': 79, 'Left': 1022, 'Top': 359}","(39.0, -0.042, 39.0, -0.042)",24.0208243,78.02563681,vertical,"(1035.0, 398.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,226,train
HAN,"[(1369, 1206), (1406, 1205), (1406, 1219), (1369, 1220)]","{'Width': 37, 'Height': 15, 'Left': 1369, 'Top': 1205}","(0.027, 1000.0, 0.027, 1000.0)",14.0,37.01351105,horizontal,"(1387.5, 1212.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1134,train
40,"[(478, 412), (486, 426), (473, 433), (465, 419)]","{'Width': 21, 'Height': 21, 'Left': 465, 'Top': 412}","(-1.75, 0.538, -1.75, 0.538)",14.76482306,16.1245155,vertical,"(475.5, 422.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_2_1.jpg,808,train
Tanya,"[(767, 412), (771, 441), (758, 443), (754, 414)]","{'Width': 17, 'Height': 31, 'Left': 754, 'Top': 412}","(-7.25, 0.154, -7.25, 0.154)",13.15294644,29.27456234,vertical,"(762.5, 427.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,494,train
JO,"[(781, 88), (788, 134), (756, 139), (748, 93)]","{'Width': 40, 'Height': 51, 'Left': 748, 'Top': 88}","(-6.571, 0.156, -5.75, 0.152)",32.88245401,46.61001531,vertical,"(768.25, 113.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,493,train
SCRESZKA,"[(380, 90), (400, 134), (378, 144), (358, 100)]","{'Width': 42, 'Height': 54, 'Left': 358, 'Top': 90}","(-2.2, 0.455, -2.2, 0.455)",24.16609195,48.33218389,vertical,"(379.0, 117.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_2_1.jpg,802,train
the,"[(792, 378), (794, 401), (773, 403), (770, 380)]","{'Width': 24, 'Height': 25, 'Left': 770, 'Top': 378}","(-11.5, 0.095, -7.667, 0.091)",21.59287257,23.14080989,vertical,"(782.25, 390.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,340,train
OCCASION,"[(2024, 892), (2019, 1165), (1987, 1164), (1992, 891)]","{'Width': 37, 'Height': 274, 'Left': 1987, 'Top': 891}","(54.6, -0.031, 54.6, -0.031)",32.01562119,273.0457837,vertical,"(2005.5, 1028.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1219,train
|,"[(1280, 444), (1280, 456), (1246, 456), (1246, 444)]","{'Width': 34, 'Height': 12, 'Left': 1246, 'Top': 444}","(1000.0, 0.0, 1000.0, -0.0)",34.0,12.0,vertical,"(1263.0, 450.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1113,train
808.3,"[(262, 1177), (322, 1178), (322, 1191), (262, 1190)]","{'Width': 60, 'Height': 14, 'Left': 262, 'Top': 1177}","(-0.017, 1000.0, -0.017, 1000.0)",13.0,60.00833275,horizontal,"(292.0, 1184.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1003,train
WORK,"[(279, 617), (281, 681), (258, 682), (256, 618)]","{'Width': 25, 'Height': 65, 'Left': 256, 'Top': 617}","(-32.0, 0.043, -32.0, 0.043)",23.02172887,64.03124237,vertical,"(268.5, 649.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,17,train
CLIFFS,"[(3780, 299), (3761, 452), (3720, 447), (3738, 294)]","{'Width': 60, 'Height': 158, 'Left': 3720, 'Top': 294}","(8.053, -0.122, 8.5, -0.119)",41.80016241,154.115205,vertical,"(3749.75, 373.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1398,train
WADE,"[(62, 302), (66, 337), (38, 340), (34, 305)]","{'Width': 32, 'Height': 38, 'Left': 34, 'Top': 302}","(-8.75, 0.107, -8.75, 0.107)",28.16025568,35.22782991,vertical,"(50.0, 321.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,150,train
COMEDY,"[(2443, 845), (2440, 915), (2427, 914), (2430, 845)]","{'Width': 16, 'Height': 70, 'Left': 2427, 'Top': 845}","(23.333, -0.077, 23.0, -0.0)",13.01920241,69.56472141,vertical,"(2435.0, 879.75)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1269,train
-,"[(193, 189), (193, 196), (183, 197), (183, 190)]","{'Width': 10, 'Height': 8, 'Left': 183, 'Top': 189}","(1000.0, 0.1, 1000.0, 0.1)",10.04987562,7.0,vertical,"(188.0, 193.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,425,train
808.607,"[(2256, 1185), (2339, 1186), (2339, 1199), (2256, 1198)]","{'Width': 83, 'Height': 14, 'Left': 2256, 'Top': 1185}","(-0.012, 1000.0, -0.012, 1000.0)",13.0,83.00602388,horizontal,"(2297.5, 1192.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1259,train
203,"[(3624, 309), (3650, 306), (3652, 324), (3627, 328)]","{'Width': 28, 'Height': 22, 'Left': 3624, 'Top': 306}","(0.115, -9.0, 0.16, -6.333)",18.67307717,25.74524123,horizontal,"(3638.25, 316.75)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1385,train
PINSKER,"[(170, 497), (222, 498), (222, 509), (170, 508)]","{'Width': 52, 'Height': 12, 'Left': 170, 'Top': 497}","(-0.019, 1000.0, -0.019, 1000.0)",11.0,52.0096145,horizontal,"(196.0, 503.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,10,train
LUCA,"[(166, 335), (214, 340), (211, 363), (164, 358)]","{'Width': 50, 'Height': 28, 'Left': 164, 'Top': 335}","(-0.104, 7.667, -0.106, 11.5)",23.14080989,47.76246162,horizontal,"(188.75, 349.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,9,train
37131,"[(1160, 351), (1185, 355), (1182, 371), (1158, 367)]","{'Width': 27, 'Height': 20, 'Left': 1158, 'Top': 351}","(-0.16, 5.333, -0.167, 8.0)",16.20166805,24.82451396,horizontal,"(1171.25, 361.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1101,train
1,"[(1194, 493), (1195, 504), (1179, 505), (1178, 494)]","{'Width': 17, 'Height': 12, 'Left': 1178, 'Top': 493}","(-11.0, 0.062, -11.0, 0.062)",16.03121954,11.04536102,vertical,"(1186.5, 499.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,378,train
Again,"[(414, 373), (414, 410), (398, 410), (398, 373)]","{'Width': 16, 'Height': 37, 'Left': 398, 'Top': 373}","(1000.0, 0.0, 1000.0, -0.0)",16.0,37.0,vertical,"(406.0, 391.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,637,train
ALEXANDE,"[(116, 510), (61, 509), (61, 495), (116, 496)]","{'Width': 55, 'Height': 15, 'Left': 61, 'Top': 495}","(-0.018, 1000.0, -0.018, 1000.0)",14.0,55.00909016,horizontal,"(88.5, 502.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,914,train
Official,"[(840, 187), (856, 359), (830, 362), (814, 189)]","{'Width': 42, 'Height': 175, 'Left': 814, 'Top': 187}","(-10.75, 0.115, -10.812, 0.077)",26.12465714,173.240446,vertical,"(835.0, 274.25)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,345,train
WRITER'S,"[(1097, 407), (1095, 624), (1060, 624), (1062, 407)]","{'Width': 37, 'Height': 217, 'Left': 1060, 'Top': 407}","(108.5, 0.0, 108.5, -0.0)",35.0,217.0092164,vertical,"(1078.5, 515.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1091,train
&,"[(990, 627), (991, 644), (978, 645), (977, 628)]","{'Width': 14, 'Height': 18, 'Left': 977, 'Top': 627}","(-17.0, 0.077, -17.0, 0.077)",13.03840481,17.02938637,vertical,"(984.0, 636.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,528,train
Parkdale,"[(1181, 374), (1226, 379), (1223, 397), (1179, 392)]","{'Width': 47, 'Height': 23, 'Left': 1179, 'Top': 374}","(-0.111, 6.0, -0.114, 9.0)",18.17952893,44.78005267,horizontal,"(1202.25, 385.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1104,train
zamor,"[(380, 334), (378, 391), (353, 390), (355, 333)]","{'Width': 27, 'Height': 58, 'Left': 353, 'Top': 333}","(28.5, -0.04, 28.5, -0.04)",25.01999201,57.03507693,vertical,"(366.5, 362.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_1.jpg,590,train
Sal,"[(3360, 532), (3382, 532), (3382, 549), (3360, 549)]","{'Width': 22, 'Height': 17, 'Left': 3360, 'Top': 532}","(-0.0, 1000.0, 0.0, 1000.0)",17.0,22.0,horizontal,"(3371.0, 540.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1348,train
EPICTAIL,"[(386, 208), (381, 331), (355, 330), (360, 207)]","{'Width': 31, 'Height': 124, 'Left': 355, 'Top': 207}","(24.6, -0.038, 24.6, -0.038)",26.01922366,123.1015841,vertical,"(370.5, 269.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_0_1.jpg,591,train
THE,"[(210, 260), (210, 285), (197, 285), (197, 260)]","{'Width': 13, 'Height': 25, 'Left': 197, 'Top': 260}","(1000.0, 0.0, 1000.0, -0.0)",13.0,25.0,vertical,"(203.5, 272.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,821,train
SEG,"[(1236, 1211), (1271, 1211), (1271, 1223), (1236, 1223)]","{'Width': 35, 'Height': 12, 'Left': 1236, 'Top': 1211}","(-0.0, 1000.0, 0.0, 1000.0)",12.0,35.0,horizontal,"(1253.5, 1217.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1110,train
yourself,"[(3440, 533), (3471, 534), (3471, 551), (3440, 550)]","{'Width': 31, 'Height': 18, 'Left': 3440, 'Top': 533}","(-0.032, 1000.0, -0.032, 1000.0)",17.0,31.01612484,horizontal,"(3455.5, 542.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1362,train
GUERO,"[(350, 290), (324, 319), (316, 312), (342, 283)]","{'Width': 34, 'Height': 36, 'Left': 316, 'Top': 283}","(1.115, -0.875, 1.115, -0.875)",10.63014581,38.94868419,vertical,"(333.0, 301.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,941,train
THE,"[(512, 363), (496, 381), (488, 374), (504, 356)]","{'Width': 24, 'Height': 25, 'Left': 488, 'Top': 356}","(1.125, -0.875, 1.125, -0.875)",10.63014581,24.08318916,vertical,"(500.0, 368.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_3_1.jpg,966,train
BE,"[(266, 554), (267, 578), (235, 580), (234, 556)]","{'Width': 33, 'Height': 26, 'Left': 234, 'Top': 554}","(-24.0, 0.062, -24.0, 0.062)",32.06243908,24.0208243,vertical,"(250.5, 567.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,271,train
THE,"[(83, 360), (85, 402), (69, 403), (67, 361)]","{'Width': 18, 'Height': 43, 'Left': 67, 'Top': 360}","(-21.0, 0.062, -21.0, 0.062)",16.03121954,42.04759208,vertical,"(76.0, 381.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,0,train
D,"[(192, 379), (207, 406), (180, 421), (166, 393)]","{'Width': 41, 'Height': 42, 'Left': 166, 'Top': 379}","(-1.8, 0.556, -2.0, 0.538)",30.20826827,31.09592105,vertical,"(186.25, 399.75)",0,./docs/crop_pics/google/Bookshelves_4.jpg_2_1.jpg,784,train
SCIESZKA,"[(273, 95), (295, 141), (275, 151), (253, 104)]","{'Width': 42, 'Height': 56, 'Left': 253, 'Top': 95}","(-2.091, 0.5, -2.136, 0.45)",22.14619599,51.44215906,vertical,"(274.0, 122.75)",1,./docs/crop_pics/google/Bookshelves_4.jpg_2_1.jpg,793,train
Writing,"[(729, 653), (729, 707), (714, 707), (714, 653)]","{'Width': 15, 'Height': 54, 'Left': 714, 'Top': 653}","(1000.0, 0.0, 1000.0, -0.0)",15.0,54.0,vertical,"(721.5, 680.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1060,train
BE,"[(722, 215), (722, 247), (703, 247), (703, 215)]","{'Width': 19, 'Height': 32, 'Left': 703, 'Top': 215}","(1000.0, 0.0, 1000.0, -0.0)",19.0,32.0,vertical,"(712.5, 231.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_3_0.jpg,906,train
LARY,"[(1208, 303), (1230, 308), (1228, 320), (1205, 315)]","{'Width': 25, 'Height': 17, 'Left': 1205, 'Top': 303}","(-0.227, 6.0, -0.217, 4.0)",12.26742097,23.04911647,horizontal,"(1217.75, 311.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1108,train
CAPOT,"[(356, 997), (184, 1002), (183, 958), (355, 953)]","{'Width': 173, 'Height': 49, 'Left': 183, 'Top': 953}","(0.029, -44.0, 0.029, -44.0)",44.01136217,172.0726591,horizontal,"(269.5, 977.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,171,train
Back,"[(414, 336), (414, 371), (398, 371), (398, 336)]","{'Width': 16, 'Height': 35, 'Left': 398, 'Top': 336}","(1000.0, 0.0, 1000.0, -0.0)",16.0,35.0,vertical,"(406.0, 353.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,636,train
DIGITAL,"[(2156, 793), (2153, 857), (2111, 855), (2114, 791)]","{'Width': 45, 'Height': 66, 'Left': 2111, 'Top': 791}","(21.333, -0.048, 21.333, -0.048)",42.04759208,64.07027392,vertical,"(2133.5, 824.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1238,train
GAVELL,"[(116, 149), (137, 187), (127, 192), (106, 154)]","{'Width': 31, 'Height': 43, 'Left': 106, 'Top': 149}","(-1.81, 0.5, -1.81, 0.5)",11.18033989,43.41658669,vertical,"(121.5, 170.5)",0,./docs/crop_pics/google/Bookshelves_4.jpg_2_1.jpg,776,train
75,"[(1053, 572), (1053, 586), (1043, 586), (1043, 572)]","{'Width': 10, 'Height': 14, 'Left': 1043, 'Top': 572}","(1000.0, 0.0, 1000.0, -0.0)",10.0,14.0,vertical,"(1048.0, 579.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,230,train
PINSK,"[(3778, 1169), (3769, 1227), (3752, 1225), (3761, 1166)]","{'Width': 26, 'Height': 61, 'Left': 3752, 'Top': 1166}","(6.444, -0.118, 6.556, -0.176)",17.18995964,59.1883078,vertical,"(3765.0, 1196.75)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1403,train
X,"[(725, 449), (726, 466), (700, 467), (699, 450)]","{'Width': 27, 'Height': 18, 'Left': 699, 'Top': 449}","(-17.0, 0.038, -17.0, 0.038)",26.01922366,17.02938637,vertical,"(712.5, 458.0)",0,./docs/crop_pics/google/Bookshelves_4.jpg_1_0.jpg,666,train
LARY,"[(1208, 303), (1230, 308), (1228, 320), (1205, 315)]","{'Width': 25, 'Height': 17, 'Left': 1205, 'Top': 303}","(-0.227, 6.0, -0.217, 4.0)",12.26742097,23.04911647,horizontal,"(1217.75, 311.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1108,train
:,"[(2756, 652), (2755, 668), (2712, 666), (2713, 650)]","{'Width': 44, 'Height': 18, 'Left': 2712, 'Top': 650}","(16.0, -0.047, 16.0, -0.047)",43.0464865,16.03121954,vertical,"(2734.0, 659.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1306,train
808.397808.5,"[(1502, 1173), (1645, 1178), (1644, 1195), (1501, 1190)]","{'Width': 144, 'Height': 22, 'Left': 1501, 'Top': 1173}","(-0.035, 17.0, -0.035, 17.0)",17.02938637,143.0873859,horizontal,"(1573.0, 1184.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1162,train
Ni,"[(45, 992), (1, 991), (1, 963), (45, 964)]","{'Width': 44, 'Height': 29, 'Left': 1, 'Top': 963}","(-0.023, 1000.0, -0.023, 1000.0)",28.0,44.01136217,horizontal,"(23.0, 977.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,142,train
THE,"[(3896, 395), (3890, 436), (3870, 433), (3876, 392)]","{'Width': 26, 'Height': 44, 'Left': 3870, 'Top': 392}","(6.833, -0.15, 6.833, -0.15)",20.22374842,41.43669871,vertical,"(3883.0, 414.0)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1416,train
UNIQA,"[(1107, 282), (1101, 445), (1040, 443), (1046, 280)]","{'Width': 67, 'Height': 165, 'Left': 1040, 'Top': 280}","(27.167, -0.033, 27.167, -0.033)",61.03277808,163.1103921,vertical,"(1073.5, 362.5)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,534,train
CLIFFS,"[(3429, 407), (3506, 399), (3509, 436), (3433, 444)]","{'Width': 80, 'Height': 45, 'Left': 3429, 'Top': 399}","(0.104, -12.333, 0.105, -9.25)",37.16850526,76.91718082,horizontal,"(3469.25, 421.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1359,train
Mind,"[(3383, 473), (3401, 472), (3402, 485), (3384, 486)]","{'Width': 19, 'Height': 14, 'Left': 3383, 'Top': 472}","(0.056, -13.0, 0.056, -13.0)",13.03840481,18.02775638,horizontal,"(3392.5, 479.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1350,train
Moon,"[(163, 348), (163, 421), (142, 421), (142, 348)]","{'Width': 21, 'Height': 73, 'Left': 142, 'Top': 348}","(1000.0, 0.0, 1000.0, -0.0)",21.0,73.0,vertical,"(152.5, 384.5)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,681,train
ECROSSOVER,"[(306, 217), (309, 338), (281, 339), (278, 218)]","{'Width': 31, 'Height': 122, 'Left': 278, 'Top': 217}","(-40.333, 0.036, -40.333, 0.036)",28.01785145,121.0371844,vertical,"(293.5, 278.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_1_1.jpg,690,train
11,"[(1135, 397), (1135, 415), (1122, 415), (1122, 397)]","{'Width': 13, 'Height': 18, 'Left': 1122, 'Top': 397}","(1000.0, 0.0, 1000.0, -0.0)",13.0,18.0,vertical,"(1128.5, 406.0)",0,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,238,train
808.607,"[(2256, 1185), (2339, 1186), (2339, 1199), (2256, 1198)]","{'Width': 83, 'Height': 14, 'Left': 2256, 'Top': 1185}","(-0.012, 1000.0, -0.012, 1000.0)",13.0,83.00602388,horizontal,"(2297.5, 1192.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1259,train
Unwanted,"[(1186, 230), (1268, 222), (1269, 237), (1187, 245)]","{'Width': 83, 'Height': 23, 'Left': 1186, 'Top': 222}","(0.098, -15.0, 0.098, -15.0)",15.03329638,82.3893197,horizontal,"(1227.5, 233.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_1_0.jpg,381,train
ON,"[(2231, 817), (2230, 839), (2200, 838), (2201, 816)]","{'Width': 31, 'Height': 23, 'Left': 2200, 'Top': 816}","(22.0, -0.033, 22.0, -0.033)",30.01666204,22.02271555,vertical,"(2215.5, 827.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1253,train
CRA,"[(262, 1201), (298, 1202), (298, 1215), (262, 1214)]","{'Width': 36, 'Height': 14, 'Left': 262, 'Top': 1201}","(-0.028, 1000.0, -0.028, 1000.0)",13.0,36.01388621,horizontal,"(280.0, 1208.0)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1004,train
Home,"[(235, 189), (238, 292), (200, 293), (197, 190)]","{'Width': 41, 'Height': 104, 'Left': 197, 'Top': 189}","(-34.333, 0.026, -34.333, 0.026)",38.01315562,103.0436801,vertical,"(217.5, 241.0)",1,./docs/crop_pics/google/Bookshelves_4.jpg_0_0.jpg,554,train
the,"[(41, 559), (45, 595), (25, 597), (20, 562)]","{'Width': 25, 'Height': 38, 'Left': 20, 'Top': 559}","(-9.0, 0.1, -7.0, 0.143)",20.65647734,35.78843981,vertical,"(32.75, 578.25)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_1.jpg,146,train
Jack,"[(1330, 648), (1333, 671), (1320, 673), (1317, 650)]","{'Width': 16, 'Height': 25, 'Left': 1317, 'Top': 648}","(-7.667, 0.154, -7.667, 0.154)",13.15294644,23.19482701,vertical,"(1325.0, 660.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,121,train
Sanury,"[(771, 441), (776, 474), (763, 475), (758, 443)]","{'Width': 18, 'Height': 34, 'Left': 758, 'Top': 441}","(-6.6, 0.077, -6.4, 0.154)",13.09567562,32.88245401,vertical,"(767.0, 458.25)",0,./docs/crop_pics/google/Bookshelves_1.jpg_1_1.jpg,496,train
OF,"[(2228, 912), (2227, 936), (2198, 935), (2199, 911)]","{'Width': 30, 'Height': 25, 'Left': 2198, 'Top': 911}","(24.0, -0.034, 24.0, -0.034)",29.01723626,24.0208243,vertical,"(2213.0, 923.5)",1,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1251,train
WORLD,"[(413, 497), (410, 714), (357, 713), (360, 496)]","{'Width': 56, 'Height': 218, 'Left': 357, 'Top': 496}","(72.333, -0.019, 72.333, -0.019)",53.00943312,217.0207363,vertical,"(385.0, 605.0)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,23,train
MIN,"[(3613, 1222), (3654, 1226), (3652, 1243), (3612, 1239)]","{'Width': 42, 'Height': 21, 'Left': 3612, 'Top': 1222}","(-0.098, 8.5, -0.1, 17.0)",17.07331457,40.69708117,horizontal,"(3632.75, 1232.5)",0,./docs/crop_pics/google/IMG_7940.jpeg_0_0.jpg,1383,train
Now,"[(791, 595), (791, 690), (757, 690), (757, 595)]","{'Width': 34, 'Height': 95, 'Left': 757, 'Top': 595}","(1000.0, 0.0, 1000.0, -0.0)",34.0,95.0,vertical,"(774.0, 642.5)",1,./docs/crop_pics/google/Bookshelves_1.jpg_0_0.jpg,60,train
