txt,confidence,vertices,boundBox,slopes,font,word_len,direction,center_point,crop_idx,Left,Top,Label,image_path
GRETCHEN,100,"[(161, 396), (166, 482), (151, 483), (146, 397)]","{'Width': 20, 'Height': 87, 'Left': 146, 'Top': 396}","(-17.2, 0.067, -17.2, 0.067)",15.03329638,86.14522622,vertical,"(156.0, 439.5)","(1, 1)",146,396,1,cropped_images_1\cropped_422.jpg
RUBIN,100,"[(167, 488), (170, 540), (155, 541), (152, 489)]","{'Width': 18, 'Height': 53, 'Left': 152, 'Top': 488}","(-17.333, 0.067, -17.333, 0.067)",15.03329638,52.08646657,vertical,"(161.0, 514.5)","(1, 1)",152,488,1,cropped_images_1\cropped_423.jpg
DUNBAR,100,"[(191, 146), (193, 188), (182, 189), (180, 147)]","{'Width': 13, 'Height': 43, 'Left': 180, 'Top': 146}","(-21.0, 0.091, -21.0, 0.091)",11.04536102,42.04759208,vertical,"(186.5, 167.5)","(1, 1)",180,146,1,cropped_images_1\cropped_424.jpg
-,100,"[(193, 189), (193, 196), (183, 197), (183, 190)]","{'Width': 10, 'Height': 8, 'Left': 183, 'Top': 189}","(1000.0, 0.1, 1000.0, 0.1)",10.04987562,7.0,vertical,"(188.0, 193.0)","(1, 1)",183,189,0,cropped_images_1\cropped_425.jpg
ORTIZ,100,"[(193, 191), (195, 222), (185, 222), (183, 192)]","{'Width': 12, 'Height': 31, 'Left': 183, 'Top': 191}","(-15.5, 0.0, -15.0, 0.1)",10.02493781,30.56552095,vertical,"(189.0, 206.75)","(1, 1)",183,191,1,cropped_images_1\cropped_426.jpg
ROXANNE,100,"[(202, 158), (204, 209), (194, 209), (192, 158)]","{'Width': 12, 'Height': 51, 'Left': 192, 'Top': 158}","(-25.5, 0.0, -25.5, -0.0)",10.0,51.03920062,vertical,"(198.0, 183.5)","(1, 1)",192,158,1,cropped_images_1\cropped_427.jpg
PEOPLE,100,"[(203, 420), (205, 452), (195, 453), (193, 421)]","{'Width': 12, 'Height': 33, 'Left': 193, 'Top': 420}","(-16.0, 0.1, -16.0, 0.1)",10.04987562,32.06243908,vertical,"(199.0, 436.5)","(1, 1)",193,420,1,cropped_images_1\cropped_428.jpg
AN,100,"[(215, 250), (216, 267), (202, 268), (201, 251)]","{'Width': 15, 'Height': 18, 'Left': 201, 'Top': 250}","(-17.0, 0.071, -17.0, 0.071)",14.03566885,17.02938637,vertical,"(208.5, 259.0)","(1, 1)",201,250,1,cropped_images_1\cropped_429.jpg
INDIGENOUS,100,"[(216, 270), (219, 331), (204, 332), (201, 271)]","{'Width': 18, 'Height': 62, 'Left': 201, 'Top': 270}","(-20.333, 0.067, -20.333, 0.067)",15.03329638,61.07372594,vertical,"(210.0, 301.0)","(1, 1)",201,270,1,cropped_images_1\cropped_430.jpg
PEOPLES,100,"[(219, 334), (222, 384), (208, 385), (205, 335)]","{'Width': 17, 'Height': 51, 'Left': 205, 'Top': 334}","(-16.667, 0.071, -16.667, 0.071)",14.03566885,50.08991915,vertical,"(213.5, 359.5)","(1, 1)",205,334,1,cropped_images_1\cropped_431.jpg
HISTORY,100,"[(222, 391), (224, 437), (209, 438), (207, 392)]","{'Width': 17, 'Height': 47, 'Left': 207, 'Top': 391}","(-23.0, 0.067, -23.0, 0.067)",15.03329638,46.04345773,vertical,"(215.5, 414.5)","(1, 1)",207,391,1,cropped_images_1\cropped_432.jpg
OF,100,"[(225, 440), (226, 457), (211, 458), (210, 441)]","{'Width': 16, 'Height': 18, 'Left': 210, 'Top': 440}","(-17.0, 0.067, -17.0, 0.067)",15.03329638,17.02938637,vertical,"(218.0, 449.0)","(1, 1)",210,440,1,cropped_images_1\cropped_433.jpg
THE,100,"[(226, 459), (227, 483), (212, 484), (211, 460)]","{'Width': 16, 'Height': 25, 'Left': 211, 'Top': 459}","(-24.0, 0.067, -24.0, 0.067)",15.03329638,24.0208243,vertical,"(219.0, 471.5)","(1, 1)",211,459,1,cropped_images_1\cropped_434.jpg
UNITED,100,"[(227, 484), (229, 525), (214, 526), (212, 485)]","{'Width': 17, 'Height': 42, 'Left': 212, 'Top': 484}","(-20.5, 0.067, -20.5, 0.067)",15.03329638,41.0487515,vertical,"(220.5, 505.0)","(1, 1)",212,484,1,cropped_images_1\cropped_435.jpg
STATES,100,"[(229, 527), (231, 569), (217, 570), (215, 528)]","{'Width': 16, 'Height': 43, 'Left': 215, 'Top': 527}","(-21.0, 0.071, -21.0, 0.071)",14.03566885,42.04759208,vertical,"(223.0, 548.5)","(1, 1)",215,527,1,cropped_images_1\cropped_436.jpg
BRONSKI,100,"[(253, 152), (256, 199), (247, 199), (244, 152)]","{'Width': 12, 'Height': 47, 'Left': 244, 'Top': 152}","(-15.667, 0.0, -15.667, -0.0)",9.0,47.09564736,vertical,"(250.0, 175.5)","(1, 1)",244,152,1,cropped_images_1\cropped_437.jpg
FOR,100,"[(259, 359), (260, 376), (249, 377), (248, 360)]","{'Width': 12, 'Height': 18, 'Left': 248, 'Top': 359}","(-17.0, 0.091, -17.0, 0.091)",11.04536102,17.02938637,vertical,"(254.0, 368.0)","(1, 1)",248,359,1,cropped_images_1\cropped_438.jpg
THING,100,"[(260, 380), (261, 408), (249, 409), (248, 381)]","{'Width': 13, 'Height': 29, 'Left': 248, 'Top': 380}","(-28.0, 0.083, -28.0, 0.083)",12.04159458,28.01785145,vertical,"(254.5, 394.5)","(1, 1)",248,380,0,cropped_images_1\cropped_439.jpg
PEOPLE,100,"[(261, 410), (263, 443), (252, 443), (250, 411)]","{'Width': 13, 'Height': 33, 'Left': 250, 'Top': 410}","(-16.5, 0.0, -16.0, 0.091)",11.02268051,32.5614948,vertical,"(256.5, 426.75)","(1, 1)",250,410,1,cropped_images_1\cropped_440.jpg
MICHAEL,100,"[(265, 153), (267, 196), (258, 196), (256, 153)]","{'Width': 11, 'Height': 43, 'Left': 256, 'Top': 153}","(-21.5, 0.0, -21.5, -0.0)",9.0,43.0464865,vertical,"(261.5, 174.5)","(1, 1)",256,153,1,cropped_images_1\cropped_441.jpg
A,100,"[(279, 225), (280, 236), (261, 237), (260, 226)]","{'Width': 20, 'Height': 12, 'Left': 260, 'Top': 225}","(-11.0, 0.053, -11.0, 0.053)",19.02629759,11.04536102,vertical,"(270.0, 231.0)","(1, 1)",260,225,1,cropped_images_1\cropped_442.jpg
QUEER,100,"[(280, 242), (283, 293), (263, 294), (260, 243)]","{'Width': 23, 'Height': 52, 'Left': 260, 'Top': 242}","(-17.0, 0.05, -17.0, 0.05)",20.02498439,51.0881591,vertical,"(271.5, 268.0)","(1, 1)",260,242,1,cropped_images_1\cropped_443.jpg
HISTORY,100,"[(283, 302), (287, 367), (267, 368), (263, 303)]","{'Width': 24, 'Height': 66, 'Left': 263, 'Top': 302}","(-16.25, 0.05, -16.25, 0.05)",20.02498439,65.12296062,vertical,"(275.0, 335.0)","(1, 1)",263,302,1,cropped_images_1\cropped_444.jpg
OF,100,"[(287, 376), (288, 396), (269, 397), (268, 377)]","{'Width': 20, 'Height': 21, 'Left': 268, 'Top': 376}","(-20.0, 0.053, -20.0, 0.053)",19.02629759,20.02498439,vertical,"(278.0, 386.5)","(1, 1)",268,376,1,cropped_images_1\cropped_445.jpg
THE,100,"[(289, 404), (291, 435), (271, 436), (269, 405)]","{'Width': 22, 'Height': 32, 'Left': 269, 'Top': 404}","(-15.5, 0.05, -15.5, 0.05)",20.02498439,31.06444913,vertical,"(280.0, 420.0)","(1, 1)",269,404,1,cropped_images_1\cropped_446.jpg
UNITED,100,"[(291, 450), (294, 507), (275, 508), (272, 451)]","{'Width': 22, 'Height': 58, 'Left': 272, 'Top': 450}","(-19.0, 0.053, -19.0, 0.053)",19.02629759,57.07889277,vertical,"(283.0, 479.0)","(1, 1)",272,450,1,cropped_images_1\cropped_447.jpg
STATES,100,"[(295, 512), (298, 575), (279, 576), (275, 513)]","{'Width': 23, 'Height': 64, 'Left': 275, 'Top': 512}","(-21.0, 0.053, -15.75, 0.05)",19.52564099,63.09912227,vertical,"(286.75, 544.0)","(1, 1)",275,512,1,cropped_images_1\cropped_448.jpg
OUR,100,"[(320, 296), (322, 326), (303, 327), (301, 297)]","{'Width': 21, 'Height': 31, 'Left': 301, 'Top': 296}","(-15.0, 0.053, -15.0, 0.053)",19.02629759,30.06659276,vertical,"(311.5, 311.5)","(1, 1)",301,296,1,cropped_images_1\cropped_449.jpg
STORY,100,"[(322, 333), (325, 379), (305, 380), (302, 334)]","{'Width': 23, 'Height': 47, 'Left': 302, 'Top': 333}","(-15.333, 0.05, -15.333, 0.05)",20.02498439,46.09772229,vertical,"(313.5, 356.5)","(1, 1)",302,333,1,cropped_images_1\cropped_450.jpg
BEGINS,100,"[(325, 388), (328, 444), (308, 445), (305, 389)]","{'Width': 23, 'Height': 57, 'Left': 305, 'Top': 388}","(-18.667, 0.05, -18.667, 0.05)",20.02498439,56.08029957,vertical,"(316.5, 416.5)","(1, 1)",305,388,1,cropped_images_1\cropped_451.jpg
Everything,100,"[(356, 268), (361, 351), (343, 352), (338, 269)]","{'Width': 23, 'Height': 84, 'Left': 338, 'Top': 268}","(-16.6, 0.056, -16.6, 0.056)",18.02775638,83.15046602,vertical,"(349.5, 310.0)","(1, 1)",338,268,1,cropped_images_1\cropped_452.jpg
Bad,100,"[(361, 356), (363, 388), (345, 389), (343, 357)]","{'Width': 20, 'Height': 33, 'Left': 343, 'Top': 356}","(-16.0, 0.056, -16.0, 0.056)",18.02775638,32.06243908,vertical,"(353.0, 372.5)","(1, 1)",343,356,1,cropped_images_1\cropped_453.jpg
Is,100,"[(363, 394), (364, 410), (347, 411), (346, 395)]","{'Width': 18, 'Height': 17, 'Left': 346, 'Top': 394}","(-16.0, 0.059, -16.0, 0.059)",17.02938637,16.03121954,vertical,"(355.0, 402.5)","(1, 1)",346,394,1,cropped_images_1\cropped_454.jpg
Good,100,"[(364, 410), (367, 456), (350, 457), (347, 411)]","{'Width': 20, 'Height': 47, 'Left': 347, 'Top': 410}","(-15.333, 0.059, -15.333, 0.059)",17.02938637,46.09772229,vertical,"(357.0, 433.5)","(1, 1)",347,410,1,cropped_images_1\cropped_455.jpg
For,100,"[(367, 461), (369, 490), (351, 491), (349, 462)]","{'Width': 20, 'Height': 30, 'Left': 349, 'Top': 461}","(-14.5, 0.056, -14.5, 0.056)",18.02775638,29.06888371,vertical,"(359.0, 476.0)","(1, 1)",349,461,1,cropped_images_1\cropped_456.jpg
You,100,"[(368, 490), (370, 523), (353, 524), (351, 491)]","{'Width': 19, 'Height': 34, 'Left': 351, 'Top': 490}","(-16.5, 0.059, -16.5, 0.059)",17.02938637,33.06055051,vertical,"(360.5, 507.0)","(1, 1)",351,490,1,cropped_images_1\cropped_457.jpg
WHO,100,"[(415, 338), (420, 400), (395, 402), (390, 340)]","{'Width': 30, 'Height': 64, 'Left': 390, 'Top': 338}","(-12.4, 0.08, -12.4, 0.08)",25.07987241,62.20128616,vertical,"(405.0, 370.0)","(1, 1)",390,338,1,cropped_images_1\cropped_458.jpg
KNEW,100,"[(420, 405), (426, 479), (402, 481), (396, 407)]","{'Width': 30, 'Height': 76, 'Left': 396, 'Top': 405}","(-12.333, 0.083, -12.333, 0.083)",24.08318916,74.24284477,vertical,"(411.0, 443.0)","(1, 1)",396,405,1,cropped_images_1\cropped_459.jpg
?,100,"[(426, 476), (427, 494), (404, 496), (402, 478)]","{'Width': 25, 'Height': 20, 'Left': 402, 'Top': 476}","(-18.0, 0.087, -9.0, 0.083)",23.58499096,18.06926333,vertical,"(414.75, 486.0)","(1, 1)",402,476,1,cropped_images_1\cropped_460.jpg
12,100,"[(434, 583), (435, 609), (412, 610), (411, 584)]","{'Width': 24, 'Height': 27, 'Left': 411, 'Top': 583}","(-26.0, 0.043, -26.0, 0.043)",23.02172887,26.01922366,vertical,"(423.0, 596.5)","(1, 1)",411,583,0,cropped_images_1\cropped_461.jpg
THE,100,"[(457, 207), (461, 240), (447, 241), (443, 209)]","{'Width': 18, 'Height': 34, 'Left': 443, 'Top': 207}","(-8.25, 0.071, -8.0, 0.143)",14.08890224,32.74528564,vertical,"(452.0, 224.25)","(1, 1)",443,207,1,cropped_images_1\cropped_462.jpg
TIPPING,100,"[(461, 247), (469, 319), (455, 320), (447, 249)]","{'Width': 22, 'Height': 73, 'Left': 447, 'Top': 247}","(-9.0, 0.071, -8.875, 0.143)",14.08890224,71.94618191,vertical,"(458.0, 283.75)","(1, 1)",447,247,1,cropped_images_1\cropped_463.jpg
POIN,100,"[(470, 325), (475, 368), (460, 369), (455, 327)]","{'Width': 20, 'Height': 44, 'Left': 455, 'Top': 325}","(-8.6, 0.067, -8.4, 0.133)",15.08302116,42.7931468,vertical,"(465.0, 347.25)","(1, 1)",455,325,1,cropped_images_1\cropped_464.jpg
ALCOLM,100,"[(478, 426), (486, 493), (472, 494), (464, 428)]","{'Width': 22, 'Height': 68, 'Left': 464, 'Top': 426}","(-8.375, 0.071, -8.25, 0.143)",14.08890224,66.97950109,vertical,"(475.0, 460.25)","(1, 1)",464,426,1,cropped_images_1\cropped_465.jpg
GLADWELL,100,"[(487, 502), (497, 591), (483, 593), (473, 504)]","{'Width': 24, 'Height': 91, 'Left': 473, 'Top': 502}","(-8.9, 0.143, -8.9, 0.143)",14.14213562,89.56003573,vertical,"(485.0, 547.5)","(1, 1)",473,502,1,cropped_images_1\cropped_466.jpg
Patricia,100,"[(505, 146), (514, 197), (500, 200), (491, 148)]","{'Width': 23, 'Height': 54, 'Left': 491, 'Top': 146}","(-5.667, 0.214, -5.778, 0.143)",14.22997834,52.28056436,vertical,"(502.5, 172.75)","(1, 1)",491,146,1,cropped_images_1\cropped_467.jpg
T.,100,"[(514, 199), (516, 214), (503, 216), (500, 201)]","{'Width': 16, 'Height': 17, 'Left': 500, 'Top': 199}","(-7.5, 0.154, -5.0, 0.143)",13.64754103,15.21490225,vertical,"(508.25, 207.5)","(1, 1)",500,199,1,cropped_images_1\cropped_468.jpg
O'Conner,100,"[(516, 214), (527, 278), (513, 280), (502, 216)]","{'Width': 25, 'Height': 66, 'Left': 502, 'Top': 214}","(-5.818, 0.143, -5.818, 0.143)",14.14213562,64.93843238,vertical,"(514.5, 247.0)","(1, 1)",502,214,1,cropped_images_1\cropped_469.jpg
WOE,100,"[(543, 331), (554, 393), (532, 397), (521, 335)]","{'Width': 33, 'Height': 66, 'Left': 521, 'Top': 331}","(-5.636, 0.182, -5.636, 0.182)",22.36067977,62.96824597,vertical,"(537.5, 364.0)","(1, 1)",521,331,1,cropped_images_1\cropped_470.jpg
LEVY,100,"[(544, 169), (551, 209), (540, 211), (533, 171)]","{'Width': 18, 'Height': 42, 'Left': 533, 'Top': 169}","(-5.714, 0.182, -5.714, 0.182)",11.18033989,40.60788101,vertical,"(542.0, 190.0)","(1, 1)",533,169,1,cropped_images_1\cropped_471.jpg
IS,100,"[(555, 400), (560, 428), (538, 431), (533, 404)]","{'Width': 27, 'Height': 31, 'Left': 533, 'Top': 400}","(-5.6, 0.136, -5.4, 0.182)",22.28214154,27.95099287,vertical,"(546.5, 415.75)","(1, 1)",533,400,1,cropped_images_1\cropped_472.jpg
JR,100,"[(565, 455), (571, 488), (548, 492), (542, 459)]","{'Width': 29, 'Height': 37, 'Left': 542, 'Top': 455}","(-5.5, 0.174, -5.5, 0.174)",23.34523506,33.54101966,vertical,"(556.5, 473.5)","(1, 1)",542,455,1,cropped_images_1\cropped_473.jpg
THE,100,"[(562, 264), (568, 297), (553, 299), (547, 267)]","{'Width': 21, 'Height': 35, 'Left': 547, 'Top': 264}","(-5.5, 0.133, -5.333, 0.2)",15.21490225,33.04933043,vertical,"(557.5, 281.75)","(1, 1)",547,264,1,cropped_images_1\cropped_474.jpg
.,100,"[(570, 487), (572, 498), (550, 502), (548, 491)]","{'Width': 24, 'Height': 15, 'Left': 548, 'Top': 487}","(-5.5, 0.182, -5.5, 0.182)",22.36067977,11.18033989,vertical,"(560.0, 494.5)","(1, 1)",548,487,1,cropped_images_1\cropped_475.jpg
YEAR,100,"[(568, 302), (576, 349), (562, 352), (554, 304)]","{'Width': 22, 'Height': 50, 'Left': 554, 'Top': 302}","(-5.875, 0.214, -6.0, 0.143)",14.22997834,48.169045,vertical,"(565.0, 326.75)","(1, 1)",554,302,1,cropped_images_1\cropped_476.jpg
OF,100,"[(577, 354), (581, 377), (567, 379), (563, 356)]","{'Width': 18, 'Height': 25, 'Left': 563, 'Top': 354}","(-5.75, 0.143, -5.75, 0.143)",14.14213562,23.34523506,vertical,"(572.0, 366.5)","(1, 1)",563,354,1,cropped_images_1\cropped_477.jpg
GOODBYES,100,"[(582, 381), (598, 474), (583, 476), (567, 384)]","{'Width': 31, 'Height': 95, 'Left': 567, 'Top': 381}","(-5.812, 0.133, -5.75, 0.2)",15.21490225,93.87362389,vertical,"(582.5, 428.75)","(1, 1)",567,381,1,cropped_images_1\cropped_478.jpg
GHOST,100,"[(616, 171), (629, 251), (599, 256), (585, 176)]","{'Width': 44, 'Height': 85, 'Left': 585, 'Top': 171}","(-6.154, 0.167, -5.714, 0.161)",30.90722479,81.13256484,vertical,"(607.25, 213.5)","(1, 1)",585,171,1,cropped_images_1\cropped_479.jpg
SOLDIERS,100,"[(631, 261), (651, 381), (621, 386), (600, 266)]","{'Width': 51, 'Height': 125, 'Left': 600, 'Top': 261}","(-6.0, 0.167, -5.714, 0.161)",30.90722479,121.7394468,vertical,"(625.75, 323.5)","(1, 1)",600,261,1,cropped_images_1\cropped_480.jpg
RXFELION,100,"[(610, 571), (620, 624), (613, 626), (602, 573)]","{'Width': 18, 'Height': 55, 'Left': 602, 'Top': 571}","(-5.3, 0.286, -4.818, 0.25)",7.76316057,54.03231033,vertical,"(611.25, 598.5)","(1, 1)",602,571,0,cropped_images_1\cropped_481.jpg
HAMPTON,100,"[(653, 440), (665, 515), (648, 518), (636, 443)]","{'Width': 29, 'Height': 78, 'Left': 636, 'Top': 440}","(-6.25, 0.176, -6.25, 0.176)",17.2626765,75.95393341,vertical,"(650.5, 479.0)","(1, 1)",636,440,1,cropped_images_1\cropped_482.jpg
SIDES,100,"[(666, 519), (674, 568), (656, 571), (648, 522)]","{'Width': 26, 'Height': 52, 'Left': 648, 'Top': 519}","(-6.125, 0.167, -6.125, 0.167)",18.24828759,49.64876635,vertical,"(661.0, 545.0)","(1, 1)",648,519,1,cropped_images_1\cropped_483.jpg
LEVINSON,100,"[(679, 121), (687, 176), (658, 180), (650, 125)]","{'Width': 37, 'Height': 59, 'Left': 650, 'Top': 121}","(-6.875, 0.138, -6.875, 0.138)",29.27456234,55.57877293,vertical,"(668.5, 150.5)","(1, 1)",650,121,1,cropped_images_1\cropped_484.jpg
LEVINON,100,"[(686, 175), (694, 229), (666, 233), (658, 179)]","{'Width': 36, 'Height': 58, 'Left': 658, 'Top': 175}","(-6.75, 0.143, -6.75, 0.143)",28.28427125,54.58937626,vertical,"(676.0, 204.0)","(1, 1)",658,175,1,cropped_images_1\cropped_485.jpg
FAULT,100,"[(696, 243), (706, 311), (678, 315), (668, 247)]","{'Width': 38, 'Height': 72, 'Left': 668, 'Top': 243}","(-6.8, 0.143, -6.8, 0.143)",28.28427125,68.73136111,vertical,"(687.0, 279.0)","(1, 1)",668,243,1,cropped_images_1\cropped_486.jpg
LINES,100,"[(707, 321), (716, 386), (687, 390), (678, 325)]","{'Width': 38, 'Height': 69, 'Left': 678, 'Top': 321}","(-7.222, 0.138, -7.222, 0.138)",29.27456234,65.62011887,vertical,"(697.0, 355.5)","(1, 1)",678,321,1,cropped_images_1\cropped_487.jpg
IN,100,"[(716, 388), (719, 409), (691, 413), (688, 392)]","{'Width': 31, 'Height': 25, 'Left': 688, 'Top': 388}","(-7.0, 0.143, -7.0, 0.143)",28.28427125,21.21320344,vertical,"(703.5, 400.5)","(1, 1)",688,388,1,cropped_images_1\cropped_488.jpg
THE,100,"[(719, 408), (724, 445), (695, 449), (690, 412)]","{'Width': 34, 'Height': 41, 'Left': 690, 'Top': 408}","(-7.4, 0.138, -7.4, 0.138)",29.27456234,37.33630941,vertical,"(707.0, 428.5)","(1, 1)",690,408,1,cropped_images_1\cropped_489.jpg
CONSTITUTION,100,"[(725, 446), (749, 619), (720, 623), (696, 450)]","{'Width': 53, 'Height': 177, 'Left': 696, 'Top': 446}","(-7.208, 0.138, -7.208, 0.138)",29.27456234,174.6568063,vertical,"(722.5, 534.5)","(1, 1)",696,446,1,cropped_images_1\cropped_490.jpg
A,100,"[(740, 233), (742, 247), (727, 250), (724, 236)]","{'Width': 18, 'Height': 17, 'Left': 724, 'Top': 233}","(-7.0, 0.2, -4.667, 0.188)",15.78793957,14.22997834,vertical,"(733.25, 241.5)","(1, 1)",724,233,1,cropped_images_1\cropped_491.jpg
FULFILLED,100,"[(752, 301), (764, 370), (747, 373), (735, 304)]","{'Width': 29, 'Height': 72, 'Left': 735, 'Top': 301}","(-5.75, 0.176, -5.75, 0.176)",17.2626765,70.03570518,vertical,"(749.5, 337.0)","(1, 1)",735,301,1,cropped_images_1\cropped_492.jpg
JO,100,"[(781, 88), (788, 134), (756, 139), (748, 93)]","{'Width': 40, 'Height': 51, 'Left': 748, 'Top': 88}","(-6.571, 0.156, -5.75, 0.152)",32.88245401,46.61001531,vertical,"(768.25, 113.5)","(1, 1)",748,88,1,cropped_images_1\cropped_493.jpg
Tanya,100,"[(767, 412), (771, 441), (758, 443), (754, 414)]","{'Width': 17, 'Height': 31, 'Left': 754, 'Top': 412}","(-7.25, 0.154, -7.25, 0.154)",13.15294644,29.27456234,vertical,"(762.5, 427.5)","(1, 1)",754,412,1,cropped_images_1\cropped_494.jpg
BOALER,100,"[(790, 144), (809, 271), (776, 276), (756, 149)]","{'Width': 53, 'Height': 132, 'Left': 756, 'Top': 144}","(-6.684, 0.152, -6.35, 0.147)",33.87115955,128.4892768,vertical,"(782.75, 210.0)","(1, 1)",756,144,1,cropped_images_1\cropped_495.jpg
Sanury,100,"[(771, 441), (776, 474), (763, 475), (758, 443)]","{'Width': 18, 'Height': 34, 'Left': 758, 'Top': 441}","(-6.6, 0.077, -6.4, 0.154)",13.09567562,32.88245401,vertical,"(767.0, 458.25)","(1, 1)",758,441,0,cropped_images_1\cropped_496.jpg
LIMITLESS,100,"[(812, 287), (842, 482), (808, 487), (778, 292)]","{'Width': 64, 'Height': 200, 'Left': 778, 'Top': 287}","(-6.5, 0.147, -6.5, 0.147)",34.36568055,197.2941966,vertical,"(810.0, 387.0)","(1, 1)",778,287,1,cropped_images_1\cropped_497.jpg
MIND,100,"[(843, 495), (859, 600), (826, 605), (810, 500)]","{'Width': 49, 'Height': 110, 'Left': 810, 'Top': 495}","(-6.562, 0.152, -6.562, 0.152)",33.37663854,106.212052,vertical,"(834.5, 550.0)","(1, 1)",810,495,1,cropped_images_1\cropped_498.jpg
MISS,100,"[(846, 198), (850, 226), (836, 228), (832, 200)]","{'Width': 18, 'Height': 30, 'Left': 832, 'Top': 198}","(-7.0, 0.143, -7.0, 0.143)",14.14213562,28.28427125,vertical,"(841.0, 213.0)","(1, 1)",832,198,1,cropped_images_1\cropped_499.jpg
PELL,100,"[(850, 228), (854, 258), (841, 260), (837, 230)]","{'Width': 17, 'Height': 32, 'Left': 837, 'Top': 228}","(-7.5, 0.154, -7.5, 0.154)",13.15294644,30.2654919,vertical,"(845.5, 244.0)","(1, 1)",837,228,1,cropped_images_1\cropped_500.jpg
HEVER,100,"[(855, 260), (861, 302), (848, 303), (842, 262)]","{'Width': 19, 'Height': 43, 'Left': 842, 'Top': 260}","(-7.0, 0.077, -6.833, 0.154)",13.09567562,41.93155279,vertical,"(851.5, 281.75)","(1, 1)",842,260,1,cropped_images_1\cropped_501.jpg
MISSPELLS,100,"[(861, 302), (870, 365), (856, 367), (847, 304)]","{'Width': 23, 'Height': 65, 'Left': 847, 'Top': 302}","(-7.0, 0.143, -7.0, 0.143)",14.14213562,63.63961031,vertical,"(858.5, 334.5)","(1, 1)",847,302,1,cropped_images_1\cropped_502.jpg
Mart,100,"[(878, 415), (882, 444), (867, 446), (863, 417)]","{'Width': 19, 'Height': 31, 'Left': 863, 'Top': 415}","(-7.25, 0.133, -7.25, 0.133)",15.13274595,29.27456234,vertical,"(872.5, 430.5)","(1, 1)",863,415,0,cropped_images_1\cropped_503.jpg
Cool,100,"[(882, 445), (886, 470), (872, 472), (868, 447)]","{'Width': 18, 'Height': 27, 'Left': 868, 'Top': 445}","(-6.25, 0.143, -6.25, 0.143)",14.14213562,25.3179778,vertical,"(877.0, 458.5)","(1, 1)",868,445,1,cropped_images_1\cropped_504.jpg
Ways,100,"[(886, 468), (890, 497), (875, 499), (871, 470)]","{'Width': 19, 'Height': 31, 'Left': 871, 'Top': 468}","(-7.25, 0.133, -7.25, 0.133)",15.13274595,29.27456234,vertical,"(880.5, 483.5)","(1, 1)",871,468,1,cropped_images_1\cropped_505.jpg
to,100,"[(890, 499), (892, 511), (877, 513), (875, 501)]","{'Width': 17, 'Height': 14, 'Left': 875, 'Top': 499}","(-6.0, 0.133, -6.0, 0.133)",15.13274595,12.16552506,vertical,"(883.5, 506.0)","(1, 1)",875,499,1,cropped_images_1\cropped_506.jpg
Remember,100,"[(892, 510), (900, 561), (885, 564), (877, 512)]","{'Width': 23, 'Height': 54, 'Left': 877, 'Top': 510}","(-6.375, 0.2, -6.5, 0.133)",15.21490225,52.11771187,vertical,"(888.5, 536.75)","(1, 1)",877,510,1,cropped_images_1\cropped_507.jpg
Stuff,100,"[(899, 558), (903, 584), (888, 586), (884, 560)]","{'Width': 19, 'Height': 28, 'Left': 884, 'Top': 558}","(-6.5, 0.133, -6.5, 0.133)",15.13274595,26.30589288,vertical,"(893.5, 572.0)","(1, 1)",884,558,1,cropped_images_1\cropped_508.jpg
LEARN,100,"[(917, 401), (920, 437), (907, 438), (904, 402)]","{'Width': 16, 'Height': 37, 'Left': 904, 'Top': 401}","(-12.0, 0.077, -12.0, 0.077)",13.03840481,36.12478374,vertical,"(912.0, 419.5)","(1, 1)",904,401,1,cropped_images_1\cropped_509.jpg
SUPER,100,"[(929, 292), (936, 374), (912, 376), (905, 294)]","{'Width': 31, 'Height': 84, 'Left': 905, 'Top': 292}","(-11.714, 0.083, -11.714, 0.083)",24.08318916,82.29823813,vertical,"(920.5, 334.0)","(1, 1)",905,292,1,cropped_images_1\cropped_510.jpg
",",100,"[(920, 436), (920, 441), (908, 442), (908, 437)]","{'Width': 12, 'Height': 6, 'Left': 908, 'Top': 436}","(1000.0, 0.083, 1000.0, 0.083)",12.04159458,5.0,vertical,"(914.0, 439.0)","(1, 1)",908,436,1,cropped_images_1\cropped_511.jpg
