txt,confidence,vertices,boundBox,slopes,font,word_len,direction,center_point,crop_idx,Left,Top,Label
CITY,100,"[(850, 194), (904, 196), (903, 212), (850, 210)]","{'Width': 54, 'Height': 18, 'Left': 850, 'Top': 194}","(-0.037, 16.0, -0.038, 1000.0)",16.01560977,53.53737338,horizontal,"(876.75, 203.0)","(2, 0)",850,194.0,1.0
&,100,"[(850, 214), (864, 214), (864, 227), (850, 227)]","{'Width': 14, 'Height': 13, 'Left': 850, 'Top': 214}","(-0.0, 1000.0, 0.0, 1000.0)",13.0,14,horizontal,"(857.0, 220.5)","(2, 0)",850,214.0,1.0
CITY,100,"[(853, 125), (905, 127), (904, 142), (852, 140)]","{'Width': 53, 'Height': 17, 'Left': 852, 'Top': 125}","(-0.038, 15.0, -0.038, 15.0)",15.03329638,52.03844733,horizontal,"(878.5, 133.5)","(2, 0)",852,125.0,1.0
&,100,"[(853, 144), (867, 144), (867, 157), (853, 157)]","{'Width': 14, 'Height': 13, 'Left': 853, 'Top': 144}","(-0.0, 1000.0, 0.0, 1000.0)",13.0,14,horizontal,"(860.0, 150.5)","(2, 0)",853,144.0,1.0
CITY,100,"[(855, 48), (909, 50), (908, 66), (855, 64)]","{'Width': 54, 'Height': 18, 'Left': 855, 'Top': 48}","(-0.037, 16.0, -0.038, 1000.0)",16.01560977,53.53737338,horizontal,"(881.75, 57.0)","(2, 0)",855,48.0,1.0
&,100,"[(855, 70), (871, 70), (871, 84), (855, 84)]","{'Width': 16, 'Height': 14, 'Left': 855, 'Top': 70}","(-0.0, 1000.0, 0.0, 1000.0)",14.0,16,horizontal,"(863.0, 77.0)","(2, 0)",855,70.0,1.0
THIEVES,100,"[(857, 412), (952, 414), (952, 430), (857, 428)]","{'Width': 95, 'Height': 18, 'Left': 857, 'Top': 412}","(-0.021, 1000.0, -0.021, 1000.0)",16.0,95.0210503,horizontal,"(904.5, 421.0)","(2, 0)",857,412.0,1.0
THIEVES,100,"[(866, 345), (960, 348), (960, 363), (866, 360)]","{'Width': 94, 'Height': 18, 'Left': 866, 'Top': 345}","(-0.032, 1000.0, -0.032, 1000.0)",15.0,94.04786016,horizontal,"(913.0, 354.0)","(2, 0)",866,345.0,1.0
THIEVES,100,"[(869, 281), (962, 283), (962, 296), (869, 294)]","{'Width': 93, 'Height': 15, 'Left': 869, 'Top': 281}","(-0.022, 1000.0, -0.022, 1000.0)",13.0,93.02150289,horizontal,"(915.5, 288.5)","(2, 0)",869,281.0,1.0
THIEVES,100,"[(872, 214), (967, 216), (967, 229), (872, 227)]","{'Width': 95, 'Height': 15, 'Left': 872, 'Top': 214}","(-0.021, 1000.0, -0.021, 1000.0)",13.0,95.0210503,horizontal,"(919.5, 221.5)","(2, 0)",872,214.0,1.0
THIEVES,100,"[(876, 144), (971, 147), (971, 161), (876, 158)]","{'Width': 95, 'Height': 17, 'Left': 876, 'Top': 144}","(-0.032, 1000.0, -0.032, 1000.0)",14.0,95.04735662,horizontal,"(923.5, 152.5)","(2, 0)",876,144.0,1.0
THIEVES,100,"[(878, 69), (973, 71), (973, 86), (878, 84)]","{'Width': 95, 'Height': 17, 'Left': 878, 'Top': 69}","(-0.021, 1000.0, -0.021, 1000.0)",15.0,95.0210503,horizontal,"(925.5, 77.5)","(2, 0)",878,69.0,1.0
OF,100,"[(895, 391), (927, 391), (927, 410), (895, 410)]","{'Width': 32, 'Height': 19, 'Left': 895, 'Top': 391}","(-0.0, 1000.0, 0.0, 1000.0)",19.0,32,horizontal,"(911.0, 400.5)","(2, 0)",895,391.0,1.0
OF,100,"[(902, 325), (934, 325), (934, 342), (902, 342)]","{'Width': 32, 'Height': 17, 'Left': 902, 'Top': 325}","(-0.0, 1000.0, 0.0, 1000.0)",17.0,32,horizontal,"(918.0, 333.5)","(2, 0)",902,325.0,1.0
OF,100,"[(905, 262), (936, 263), (936, 279), (905, 278)]","{'Width': 31, 'Height': 17, 'Left': 905, 'Top': 262}","(-0.032, 1000.0, -0.032, 1000.0)",16.0,31.01612484,horizontal,"(920.5, 270.5)","(2, 0)",905,262.0,1.0
OF,100,"[(910, 196), (940, 197), (940, 212), (910, 211)]","{'Width': 30, 'Height': 16, 'Left': 910, 'Top': 196}","(-0.033, 1000.0, -0.033, 1000.0)",15.0,30.01666204,horizontal,"(925.0, 204.0)","(2, 0)",910,196.0,1.0
OF,100,"[(912, 127), (942, 128), (941, 143), (911, 142)]","{'Width': 31, 'Height': 16, 'Left': 911, 'Top': 127}","(-0.033, 15.0, -0.033, 15.0)",15.03329638,30.01666204,horizontal,"(926.5, 135.0)","(2, 0)",911,127.0,1.0
OF,100,"[(916, 50), (946, 51), (946, 66), (916, 65)]","{'Width': 30, 'Height': 16, 'Left': 916, 'Top': 50}","(-0.033, 1000.0, -0.033, 1000.0)",15.0,30.01666204,horizontal,"(931.0, 58.0)","(2, 0)",916,50.0,1.0
SAINTS,100,"[(929, 391), (1011, 392), (1011, 412), (929, 411)]","{'Width': 82, 'Height': 21, 'Left': 929, 'Top': 391}","(-0.012, 1000.0, -0.012, 1000.0)",20.0,82.00609733,horizontal,"(970.0, 401.5)","(2, 0)",929,391.0,1.0
SAINTS,100,"[(938, 325), (1019, 326), (1019, 344), (938, 343)]","{'Width': 81, 'Height': 19, 'Left': 938, 'Top': 325}","(-0.012, 1000.0, -0.012, 1000.0)",18.0,81.0061726,horizontal,"(978.5, 334.5)","(2, 0)",938,325.0,1.0
SAINTS,100,"[(942, 262), (1024, 264), (1024, 281), (942, 279)]","{'Width': 82, 'Height': 19, 'Left': 942, 'Top': 262}","(-0.024, 1000.0, -0.024, 1000.0)",17.0,82.02438662,horizontal,"(983.0, 271.5)","(2, 0)",942,262.0,1.0
SAINTS,100,"[(946, 197), (1026, 199), (1025, 215), (946, 213)]","{'Width': 80, 'Height': 18, 'Left': 946, 'Top': 197}","(-0.025, 16.0, -0.025, 1000.0)",16.01560977,79.52515425,horizontal,"(985.75, 206.0)","(2, 0)",946,197.0,1.0
SAINTS,100,"[(948, 129), (1030, 132), (1029, 146), (948, 143)]","{'Width': 82, 'Height': 17, 'Left': 948, 'Top': 129}","(-0.037, 14.0, -0.037, 1000.0)",14.01783442,81.55519811,horizontal,"(988.75, 137.5)","(2, 0)",948,129.0,1.0
SAINTS,100,"[(952, 51), (1033, 54), (1032, 70), (952, 67)]","{'Width': 81, 'Height': 19, 'Left': 952, 'Top': 51}","(-0.037, 16.0, -0.037, 1000.0)",16.01560977,80.55588338,horizontal,"(992.25, 60.5)","(2, 0)",952,51.0,1.0
WYNLA,100,"[(1122, 53), (1131, 53), (1130, 90), (1121, 90)]","{'Width': 10, 'Height': 37, 'Left': 1121, 'Top': 53}","(-0.0, 37.0, 0.0, 37.0)",37.01351105,9,horizontal,"(1126.0, 71.5)","(2, 0)",1121,53.0,1.0
THIEVES,100,"[(1170, 189), (1165, 279), (1149, 278), (1154, 188)]","{'Width': 21, 'Height': 91, 'Left': 1149, 'Top': 188}","(18.0, -0.062, 18.0, -0.062)",16.03121954,90.13878189,vertical,"(1159.5, 233.5)","(2, 0)",1149,188.0,1.0
&,100,"[(1171, 168), (1170, 183), (1155, 182), (1156, 167)]","{'Width': 16, 'Height': 16, 'Left': 1155, 'Top': 167}","(15.0, -0.067, 15.0, -0.067)",15.03329638,15.03329638,vertical,"(1163.0, 175.0)","(2, 0)",1155,167.0,1.0
IDERYON,100,"[(1180, 55), (1177, 121), (1165, 120), (1168, 54)]","{'Width': 15, 'Height': 67, 'Left': 1165, 'Top': 54}","(22.0, -0.083, 22.0, -0.083)",12.04159458,66.06814664,vertical,"(1172.5, 87.5)","(2, 0)",1165,54.0,1.0
SAINTS,100,"[(1189, 260), (1186, 335), (1169, 334), (1172, 259)]","{'Width': 20, 'Height': 76, 'Left': 1169, 'Top': 259}","(25.0, -0.059, 25.0, -0.059)",17.02938637,75.05997602,vertical,"(1179.0, 297.0)","(2, 0)",1169,259.0,1.0
OF,100,"[(1190, 225), (1189, 254), (1173, 253), (1174, 224)]","{'Width': 17, 'Height': 30, 'Left': 1173, 'Top': 224}","(29.0, -0.062, 29.0, -0.062)",16.03121954,29.01723626,vertical,"(1181.5, 239.0)","(2, 0)",1173,224.0,1.0
CITY,100,"[(1193, 170), (1191, 220), (1175, 219), (1177, 169)]","{'Width': 18, 'Height': 51, 'Left': 1175, 'Top': 169}","(25.0, -0.062, 25.0, -0.062)",16.03121954,50.03998401,vertical,"(1184.0, 194.5)","(2, 0)",1175,169.0,1.0
ATALIS,100,"[(1196, 53), (1194, 104), (1183, 104), (1185, 53)]","{'Width': 13, 'Height': 51, 'Left': 1183, 'Top': 53}","(25.5, 0.0, 25.5, -0.0)",11.0,51.03920062,vertical,"(1189.5, 78.5)","(2, 0)",1183,53.0,1.0
C,100,"[(1193, 108), (1193, 117), (1183, 117), (1183, 108)]","{'Width': 10, 'Height': 9, 'Left': 1183, 'Top': 108}","(1000.0, 0.0, 1000.0, -0.0)",10.0,9,vertical,"(1188.0, 112.5)","(2, 0)",1183,108.0,1.0
THIEVES,100,"[(1235, 192), (1230, 282), (1215, 281), (1220, 191)]","{'Width': 20, 'Height': 91, 'Left': 1215, 'Top': 191}","(18.0, -0.067, 18.0, -0.067)",15.03329638,90.13878189,vertical,"(1225.0, 236.5)","(2, 0)",1215,191.0,1.0
&,100,"[(1236, 172), (1235, 187), (1221, 186), (1222, 171)]","{'Width': 15, 'Height': 16, 'Left': 1221, 'Top': 171}","(15.0, -0.071, 15.0, -0.071)",14.03566885,15.03329638,vertical,"(1228.5, 179.0)","(2, 0)",1221,171.0,1.0
SAINTS,100,"[(1252, 266), (1248, 340), (1232, 339), (1235, 265)]","{'Width': 20, 'Height': 75, 'Left': 1232, 'Top': 265}","(18.5, -0.062, 24.667, -0.059)",16.53030295,74.08440755,vertical,"(1241.75, 302.5)","(2, 0)",1232,265.0,1.0
OF,100,"[(1253, 232), (1252, 260), (1236, 259), (1237, 231)]","{'Width': 17, 'Height': 29, 'Left': 1236, 'Top': 231}","(28.0, -0.062, 28.0, -0.062)",16.03121954,28.01785145,vertical,"(1244.5, 245.5)","(2, 0)",1236,231.0,1.0
CITY,100,"[(1256, 175), (1254, 225), (1237, 224), (1239, 174)]","{'Width': 19, 'Height': 51, 'Left': 1237, 'Top': 174}","(25.0, -0.059, 25.0, -0.059)",17.02938637,50.03998401,vertical,"(1246.5, 199.5)","(2, 0)",1237,174.0,1.0
C.,100,"[(1258, 112), (1257, 126), (1246, 126), (1247, 112)]","{'Width': 12, 'Height': 14, 'Left': 1246, 'Top': 112}","(14.0, 0.0, 14.0, -0.0)",11.0,14.03566885,vertical,"(1252.0, 119.0)","(2, 0)",1246,112.0,1.0
ATALIE,100,"[(1261, 55), (1259, 109), (1247, 109), (1249, 55)]","{'Width': 14, 'Height': 54, 'Left': 1247, 'Top': 55}","(27.0, 0.0, 27.0, -0.0)",12.0,54.03702434,vertical,"(1254.0, 82.0)","(2, 0)",1247,55.0,1.0
PUFFIN,100,"[(1363, 316), (1360, 404), (1335, 403), (1338, 315)]","{'Width': 28, 'Height': 89, 'Left': 1335, 'Top': 315}","(29.333, -0.04, 29.333, -0.04)",25.01999201,88.05112151,vertical,"(1349.0, 359.5)","(2, 0)",1335,315.0,1.0
THE,100,"[(1364, 273), (1363, 312), (1339, 311), (1340, 272)]","{'Width': 25, 'Height': 40, 'Left': 1339, 'Top': 272}","(39.0, -0.042, 39.0, -0.042)",24.0208243,39.01281841,vertical,"(1351.5, 292.0)","(2, 0)",1339,272.0,1.0
OF,100,"[(1365, 242), (1364, 269), (1340, 268), (1341, 241)]","{'Width': 25, 'Height': 28, 'Left': 1340, 'Top': 241}","(27.0, -0.042, 27.0, -0.042)",24.0208243,27.01851217,vertical,"(1352.5, 255.0)","(2, 0)",1340,241.0,1.0
ONFLIGHT,100,"[(1371, 89), (1366, 245), (1341, 244), (1346, 88)]","{'Width': 30, 'Height': 157, 'Left': 1341, 'Top': 88}","(31.2, -0.04, 31.2, -0.04)",25.01999201,156.0801076,vertical,"(1356.0, 166.5)","(2, 0)",1341,88.0,1.0
wwwFLIGHT,100,"[(1436, 56), (1437, 247), (1410, 247), (1409, 56)]","{'Width': 28, 'Height': 191, 'Left': 1409, 'Top': 56}","(-191.0, 0.0, -191.0, -0.0)",27.0,191.0026178,vertical,"(1423.0, 151.5)","(2, 0)",1409,56.0,1.0
THE,100,"[(1436, 271), (1436, 312), (1410, 312), (1410, 271)]","{'Width': 26, 'Height': 41, 'Left': 1410, 'Top': 271}","(1000.0, 0.0, 1000.0, -0.0)",26.0,41,vertical,"(1423.0, 291.5)","(2, 0)",1410,271.0,1.0
PUFFIN,100,"[(1436, 317), (1436, 407), (1410, 407), (1410, 317)]","{'Width': 26, 'Height': 90, 'Left': 1410, 'Top': 317}","(1000.0, 0.0, 1000.0, -0.0)",26.0,90,vertical,"(1423.0, 362.0)","(2, 0)",1410,317.0,1.0
PUFFIN,100,"[(1484, 314), (1483, 400), (1458, 400), (1459, 314)]","{'Width': 26, 'Height': 86, 'Left': 1458, 'Top': 314}","(86.0, 0.0, 86.0, -0.0)",25.0,86.00581376,vertical,"(1471.0, 357.0)","(2, 0)",1458,314.0,1.0
FLIGHT,100,"[(1485, 150), (1484, 242), (1459, 242), (1460, 150)]","{'Width': 26, 'Height': 92, 'Left': 1459, 'Top': 150}","(92.0, 0.0, 92.0, -0.0)",25.0,92.00543462,vertical,"(1472.0, 196.0)","(2, 0)",1459,150.0,1.0
OF,100,"[(1484, 239), (1484, 268), (1460, 268), (1460, 239)]","{'Width': 24, 'Height': 29, 'Left': 1460, 'Top': 239}","(1000.0, 0.0, 1000.0, -0.0)",24.0,29,vertical,"(1472.0, 253.5)","(2, 0)",1460,239.0,1.0
THE,100,"[(1484, 270), (1484, 309), (1460, 309), (1460, 270)]","{'Width': 24, 'Height': 39, 'Left': 1460, 'Top': 270}","(1000.0, 0.0, 1000.0, -0.0)",24.0,39,vertical,"(1472.0, 289.5)","(2, 0)",1460,270.0,1.0
DON,100,"[(1485, 69), (1485, 117), (1461, 117), (1461, 69)]","{'Width': 24, 'Height': 48, 'Left': 1461, 'Top': 69}","(1000.0, 0.0, 1000.0, -0.0)",24.0,48,vertical,"(1473.0, 93.0)","(2, 0)",1461,69.0,1.0
PUFFIN,100,"[(1532, 315), (1531, 403), (1505, 403), (1506, 315)]","{'Width': 27, 'Height': 88, 'Left': 1505, 'Top': 315}","(88.0, 0.0, 88.0, -0.0)",26.0,88.00568163,vertical,"(1518.5, 359.0)","(2, 0)",1505,315.0,1.0
FLIGHT,100,"[(1534, 151), (1533, 243), (1507, 243), (1508, 151)]","{'Width': 27, 'Height': 92, 'Left': 1507, 'Top': 151}","(92.0, 0.0, 92.0, -0.0)",26.0,92.00543462,vertical,"(1520.5, 197.0)","(2, 0)",1507,151.0,1.0
THE,100,"[(1532, 271), (1532, 310), (1507, 310), (1507, 271)]","{'Width': 25, 'Height': 39, 'Left': 1507, 'Top': 271}","(1000.0, 0.0, 1000.0, -0.0)",25.0,39,vertical,"(1519.5, 290.5)","(2, 0)",1507,271.0,1.0
PUFFIN,100,"[(1579, 313), (1578, 401), (1553, 401), (1554, 313)]","{'Width': 26, 'Height': 88, 'Left': 1553, 'Top': 313}","(88.0, 0.0, 88.0, -0.0)",25.0,88.00568163,vertical,"(1566.0, 357.0)","(2, 0)",1553,313.0,1.0
1,100,"[(1577, 420), (1577, 436), (1553, 436), (1553, 420)]","{'Width': 24, 'Height': 16, 'Left': 1553, 'Top': 420}","(1000.0, 0.0, 1000.0, -0.0)",24.0,16,vertical,"(1565.0, 428.0)","(2, 0)",1553,420.0,1.0
THE,100,"[(1579, 268), (1578, 310), (1554, 310), (1555, 268)]","{'Width': 25, 'Height': 42, 'Left': 1554, 'Top': 268}","(42.0, 0.0, 42.0, -0.0)",24.0,42.01190308,vertical,"(1566.5, 289.0)","(2, 0)",1554,268.0,1.0
FLIGHT,100,"[(1581, 151), (1580, 242), (1555, 242), (1556, 151)]","{'Width': 26, 'Height': 91, 'Left': 1555, 'Top': 151}","(91.0, 0.0, 91.0, -0.0)",25.0,91.00549434,vertical,"(1568.0, 196.5)","(2, 0)",1555,151.0,1.0
OF,100,"[(1580, 238), (1580, 269), (1555, 269), (1555, 238)]","{'Width': 25, 'Height': 31, 'Left': 1555, 'Top': 238}","(1000.0, 0.0, 1000.0, -0.0)",25.0,31,vertical,"(1567.5, 253.5)","(2, 0)",1555,238.0,1.0
EN,100,"[(1581, 99), (1581, 120), (1557, 120), (1557, 99)]","{'Width': 24, 'Height': 21, 'Left': 1557, 'Top': 99}","(1000.0, 0.0, 1000.0, -0.0)",24.0,21,vertical,"(1569.0, 109.5)","(2, 0)",1557,99.0,1.0
REIN,100,"[(49, 69), (49, 119), (26, 119), (26, 69)]","{'Width': 23, 'Height': 50, 'Left': 26, 'Top': 69}","(1000.0, 0.0, 1000.0, -0.0)",23.0,50,vertical,"(37.5, 94.0)","(2, 1)",26,69.0,0.0
FLIGHT,100,"[(49, 149), (49, 241), (26, 241), (26, 149)]","{'Width': 23, 'Height': 92, 'Left': 26, 'Top': 149}","(1000.0, 0.0, 1000.0, -0.0)",23.0,92,vertical,"(37.5, 195.0)","(2, 1)",26,149.0,1.0
OF,100,"[(49, 240), (49, 269), (26, 269), (26, 240)]","{'Width': 23, 'Height': 29, 'Left': 26, 'Top': 240}","(1000.0, 0.0, 1000.0, -0.0)",23.0,29,vertical,"(37.5, 254.5)","(2, 1)",26,240.0,1.0
THE,100,"[(49, 270), (49, 311), (26, 311), (26, 270)]","{'Width': 23, 'Height': 41, 'Left': 26, 'Top': 270}","(1000.0, 0.0, 1000.0, -0.0)",23.0,41,vertical,"(37.5, 290.5)","(2, 1)",26,270.0,1.0
PUFFIN,100,"[(49, 314), (49, 402), (26, 402), (26, 314)]","{'Width': 23, 'Height': 88, 'Left': 26, 'Top': 314}","(1000.0, 0.0, 1000.0, -0.0)",23.0,88,vertical,"(37.5, 358.0)","(2, 1)",26,314.0,1.0
PUFFIN,100,"[(97, 316), (96, 402), (71, 402), (72, 316)]","{'Width': 26, 'Height': 86, 'Left': 71, 'Top': 316}","(86.0, 0.0, 86.0, -0.0)",25.0,86.00581376,vertical,"(84.0, 359.0)","(2, 1)",71,316.0,1.0
FLIGHT,100,"[(98, 150), (97, 244), (72, 244), (73, 150)]","{'Width': 26, 'Height': 94, 'Left': 72, 'Top': 150}","(94.0, 0.0, 94.0, -0.0)",25.0,94.005319,vertical,"(85.0, 197.0)","(2, 1)",72,150.0,1.0
THE,100,"[(97, 271), (97, 311), (72, 311), (72, 271)]","{'Width': 25, 'Height': 40, 'Left': 72, 'Top': 271}","(1000.0, 0.0, 1000.0, -0.0)",25.0,40,vertical,"(84.5, 291.0)","(2, 1)",72,271.0,1.0
OF,100,"[(97, 240), (97, 269), (73, 269), (73, 240)]","{'Width': 24, 'Height': 29, 'Left': 73, 'Top': 240}","(1000.0, 0.0, 1000.0, -0.0)",24.0,29,vertical,"(85.0, 254.5)","(2, 1)",73,240.0,1.0
PUFFIN,100,"[(145, 312), (144, 404), (118, 404), (119, 312)]","{'Width': 27, 'Height': 92, 'Left': 118, 'Top': 312}","(92.0, 0.0, 92.0, -0.0)",26.0,92.00543462,vertical,"(131.5, 358.0)","(2, 1)",118,312.0,1.0
FLIGHT,100,"[(146, 150), (145, 243), (119, 243), (120, 150)]","{'Width': 27, 'Height': 93, 'Left': 119, 'Top': 150}","(93.0, 0.0, 93.0, -0.0)",26.0,93.00537619,vertical,"(132.5, 196.5)","(2, 1)",119,150.0,1.0
THE,100,"[(145, 269), (145, 311), (119, 311), (119, 269)]","{'Width': 26, 'Height': 42, 'Left': 119, 'Top': 269}","(1000.0, 0.0, 1000.0, -0.0)",26.0,42,vertical,"(132.0, 290.0)","(2, 1)",119,269.0,1.0
OF,100,"[(145, 240), (145, 268), (120, 268), (120, 240)]","{'Width': 25, 'Height': 28, 'Left': 120, 'Top': 240}","(1000.0, 0.0, 1000.0, -0.0)",25.0,28,vertical,"(132.5, 254.0)","(2, 1)",120,240.0,1.0
SKODEN,100,"[(146, 69), (146, 117), (121, 117), (121, 69)]","{'Width': 25, 'Height': 48, 'Left': 121, 'Top': 69}","(1000.0, 0.0, 1000.0, -0.0)",25.0,48,vertical,"(133.5, 93.0)","(2, 1)",121,69.0,0.0
PUFFIN,100,"[(190, 312), (189, 399), (163, 399), (164, 312)]","{'Width': 27, 'Height': 87, 'Left': 163, 'Top': 312}","(87.0, 0.0, 87.0, -0.0)",26.0,87.00574694,vertical,"(176.5, 355.5)","(2, 1)",163,312.0,1.0
1,100,"[(188, 414), (188, 430), (163, 430), (163, 414)]","{'Width': 25, 'Height': 16, 'Left': 163, 'Top': 414}","(1000.0, 0.0, 1000.0, -0.0)",25.0,16,vertical,"(175.5, 422.0)","(2, 1)",163,414.0,0.0
THE,100,"[(190, 269), (189, 306), (164, 306), (165, 269)]","{'Width': 26, 'Height': 37, 'Left': 164, 'Top': 269}","(37.0, 0.0, 37.0, -0.0)",25.0,37.01351105,vertical,"(177.0, 287.5)","(2, 1)",164,269.0,1.0
XFLIGHT,100,"[(193, 120), (191, 243), (165, 243), (167, 120)]","{'Width': 28, 'Height': 123, 'Left': 165, 'Top': 120}","(61.5, 0.0, 61.5, -0.0)",26.0,123.0162591,vertical,"(179.0, 181.5)","(2, 1)",165,120.0,1.0
BAN,100,"[(194, 69), (193, 116), (167, 116), (168, 69)]","{'Width': 27, 'Height': 47, 'Left': 167, 'Top': 69}","(47.0, 0.0, 47.0, -0.0)",26.0,47.01063709,vertical,"(180.5, 92.5)","(2, 1)",167,69.0,0.0
Trouble,100,"[(244, 327), (241, 420), (216, 419), (219, 326)]","{'Width': 28, 'Height': 94, 'Left': 216, 'Top': 326}","(31.0, -0.04, 31.0, -0.04)",25.01999201,93.04837452,vertical,"(230.0, 373.0)","(2, 1)",216,326.0,1.0
of,100,"[(244, 297), (243, 324), (219, 323), (220, 296)]","{'Width': 25, 'Height': 28, 'Left': 219, 'Top': 296}","(27.0, -0.042, 27.0, -0.042)",24.0208243,27.01851217,vertical,"(231.5, 310.0)","(2, 1)",219,296.0,1.0
Kind,100,"[(246, 235), (245, 289), (220, 288), (221, 234)]","{'Width': 26, 'Height': 55, 'Left': 220, 'Top': 234}","(54.0, -0.04, 54.0, -0.04)",25.01999201,54.00925847,vertical,"(233.0, 261.5)","(2, 1)",220,234.0,1.0
Good,100,"[(248, 167), (246, 227), (221, 226), (223, 166)]","{'Width': 27, 'Height': 61, 'Left': 221, 'Top': 166}","(30.0, -0.04, 30.0, -0.04)",25.01999201,60.03332408,vertical,"(234.5, 196.5)","(2, 1)",221,166.0,1.0
A,100,"[(249, 140), (248, 160), (224, 159), (225, 139)]","{'Width': 25, 'Height': 21, 'Left': 224, 'Top': 139}","(20.0, -0.042, 20.0, -0.042)",24.0208243,20.02498439,vertical,"(236.5, 149.5)","(2, 1)",224,139.0,1.0
Trouble,100,"[(308, 319), (305, 411), (280, 410), (283, 318)]","{'Width': 28, 'Height': 93, 'Left': 280, 'Top': 318}","(30.667, -0.04, 30.667, -0.04)",25.01999201,92.04890005,vertical,"(294.0, 364.5)","(2, 1)",280,318.0,1.0
Kind,100,"[(310, 226), (308, 281), (283, 280), (285, 225)]","{'Width': 27, 'Height': 56, 'Left': 283, 'Top': 225}","(27.5, -0.04, 27.5, -0.04)",25.01999201,55.03635162,vertical,"(296.5, 253.0)","(2, 1)",283,225.0,1.0
of,100,"[(308, 288), (307, 315), (283, 314), (284, 287)]","{'Width': 25, 'Height': 28, 'Left': 283, 'Top': 287}","(27.0, -0.042, 27.0, -0.042)",24.0208243,27.01851217,vertical,"(295.5, 301.0)","(2, 1)",283,287.0,1.0
Good,100,"[(312, 160), (310, 218), (286, 217), (288, 159)]","{'Width': 26, 'Height': 59, 'Left': 286, 'Top': 159}","(29.0, -0.042, 29.0, -0.042)",24.0208243,58.03447251,vertical,"(299.0, 188.5)","(2, 1)",286,159.0,1.0
A,100,"[(313, 134), (312, 153), (288, 152), (289, 133)]","{'Width': 25, 'Height': 20, 'Left': 288, 'Top': 133}","(19.0, -0.042, 19.0, -0.042)",24.0208243,19.02629759,vertical,"(300.5, 143.0)","(2, 1)",288,133.0,1.0
Trouble,100,"[(370, 318), (367, 410), (342, 409), (345, 317)]","{'Width': 28, 'Height': 93, 'Left': 342, 'Top': 317}","(30.667, -0.04, 30.667, -0.04)",25.01999201,92.04890005,vertical,"(356.0, 363.5)","(2, 1)",342,317.0,1.0
Kind,100,"[(373, 226), (371, 279), (345, 278), (347, 225)]","{'Width': 28, 'Height': 54, 'Left': 345, 'Top': 225}","(26.5, -0.038, 26.5, -0.038)",26.01922366,53.03772242,vertical,"(359.0, 252.0)","(2, 1)",345,225.0,1.0
of,100,"[(371, 288), (370, 313), (345, 312), (346, 287)]","{'Width': 26, 'Height': 26, 'Left': 345, 'Top': 287}","(25.0, -0.04, 25.0, -0.04)",25.01999201,25.01999201,vertical,"(358.0, 300.0)","(2, 1)",345,287.0,1.0
Good,100,"[(375, 160), (373, 217), (347, 216), (349, 159)]","{'Width': 28, 'Height': 58, 'Left': 347, 'Top': 159}","(28.5, -0.038, 28.5, -0.038)",26.01922366,57.03507693,vertical,"(361.0, 188.0)","(2, 1)",347,159.0,1.0
A,100,"[(376, 133), (375, 152), (350, 151), (351, 132)]","{'Width': 26, 'Height': 20, 'Left': 350, 'Top': 132}","(19.0, -0.04, 19.0, -0.04)",25.01999201,19.02629759,vertical,"(363.0, 142.0)","(2, 1)",350,132.0,1.0
Trouble,100,"[(430, 321), (426, 412), (400, 411), (404, 320)]","{'Width': 30, 'Height': 92, 'Left': 400, 'Top': 320}","(22.75, -0.038, 22.75, -0.038)",26.01922366,91.08786966,vertical,"(415.0, 366.0)","(2, 1)",400,320.0,1.0
of,100,"[(431, 289), (430, 317), (405, 316), (406, 288)]","{'Width': 26, 'Height': 29, 'Left': 405, 'Top': 288}","(28.0, -0.04, 28.0, -0.04)",25.01999201,28.01785145,vertical,"(418.0, 302.5)","(2, 1)",405,288.0,1.0
Kind,100,"[(434, 228), (432, 281), (406, 280), (408, 227)]","{'Width': 28, 'Height': 54, 'Left': 406, 'Top': 227}","(26.5, -0.038, 26.5, -0.038)",26.01922366,53.03772242,vertical,"(420.0, 254.0)","(2, 1)",406,227.0,1.0
Good,100,"[(436, 161), (433, 220), (408, 219), (411, 160)]","{'Width': 28, 'Height': 60, 'Left': 408, 'Top': 160}","(19.667, -0.04, 19.667, -0.04)",25.01999201,59.07622195,vertical,"(422.0, 190.0)","(2, 1)",408,160.0,1.0
A,100,"[(438, 135), (437, 155), (412, 154), (413, 134)]","{'Width': 26, 'Height': 21, 'Left': 412, 'Top': 134}","(20.0, -0.04, 20.0, -0.04)",25.01999201,20.02498439,vertical,"(425.0, 144.5)","(2, 1)",412,134.0,1.0
PUNK,100,"[(494, 317), (492, 382), (467, 381), (469, 316)]","{'Width': 27, 'Height': 66, 'Left': 467, 'Top': 316}","(32.5, -0.04, 32.5, -0.04)",25.01999201,65.03076195,vertical,"(480.5, 349.0)","(2, 1)",467,316.0,1.0
-,100,"[(495, 300), (494, 315), (469, 314), (470, 299)]","{'Width': 26, 'Height': 16, 'Left': 469, 'Top': 299}","(15.0, -0.04, 15.0, -0.04)",25.01999201,15.03329638,vertical,"(482.0, 307.0)","(2, 1)",469,299.0,1.0
RULE,100,"[(497, 238), (495, 301), (470, 300), (472, 237)]","{'Width': 27, 'Height': 64, 'Left': 470, 'Top': 237}","(31.5, -0.04, 31.5, -0.04)",25.01999201,63.03173804,vertical,"(483.5, 269.0)","(2, 1)",470,237.0,0.0
